254, 255, 127
250, 253, 125
246, 251, 123
242, 249, 121
238, 247, 119
234, 245, 117
230, 243, 115
226, 241, 113
222, 239, 111
218, 237, 109
214, 235, 107
210, 233, 105
206, 231, 103
202, 229, 101
198, 227,  99
194, 225,  97
190, 223,  95
186, 221,  93
182, 219,  91
178, 217,  89
174, 215,  87
170, 213,  85
166, 211,  83
162, 209,  81
158, 207,  79
154, 205,  77
150, 203,  75
146, 201,  73
142, 199,  71
138, 197,  69
134, 195,  67
130, 193,  65
126, 191,  63
122, 189,  61
118, 187,  59
114, 185,  57
110, 183,  55
106, 181,  53
102, 179,  51
 98, 177,  49
 94, 175,  47
 90, 173,  45
 86, 171,  43
 82, 169,  41
 78, 167,  39
 74, 165,  37
 70, 163,  35
 66, 161,  33
 62, 159,  31
 58, 157,  29
 54, 155,  27
 50, 153,  25
 46, 151,  23
 42, 149,  21
 38, 147,  19
 34, 145,  17
 30, 143,  15
 26, 141,  13
 22, 139,  11
 18, 137,   9
 14, 135,   7
 10, 133,   5
  6, 131,   3
  2, 129,   1
248, 252, 124
248, 252, 124
248, 252, 124
248, 252, 124
232, 244, 116
232, 244, 116
232, 244, 116
232, 244, 116
216, 236, 108
216, 236, 108
216, 236, 108
216, 236, 108
200, 228, 100
200, 228, 100
200, 228, 100
200, 228, 100
184, 220,  92
184, 220,  92
184, 220,  92
184, 220,  92
168, 212,  84
168, 212,  84
168, 212,  84
168, 212,  84
152, 204,  76
152, 204,  76
152, 204,  76
152, 204,  76
136, 196,  68
136, 196,  68
136, 196,  68
136, 196,  68
120, 188,  60
120, 188,  60
120, 188,  60
120, 188,  60
104, 180,  52
104, 180,  52
104, 180,  52
104, 180,  52
 88, 172,  44
 88, 172,  44
 88, 172,  44
 88, 172,  44
 72, 164,  36
 72, 164,  36
 72, 164,  36
 72, 164,  36
 56, 156,  28
 56, 156,  28
 56, 156,  28
 56, 156,  28
 40, 148,  20
 40, 148,  20
 40, 148,  20
 40, 148,  20
 24, 140,  12
 24, 140,  12
 24, 140,  12
 24, 140,  12
  8, 132,   4
  8, 132,   4
  8, 132,   4
  8, 132,   4
224, 240, 112
224, 240, 112
224, 240, 112
224, 240, 112
224, 240, 112
224, 240, 112
224, 240, 112
224, 240, 112
224, 240, 112
224, 240, 112
224, 240, 112
224, 240, 112
224, 240, 112
224, 240, 112
224, 240, 112
224, 240, 112
160, 208,  80
160, 208,  80
160, 208,  80
160, 208,  80
160, 208,  80
160, 208,  80
160, 208,  80
160, 208,  80
160, 208,  80
160, 208,  80
160, 208,  80
160, 208,  80
160, 208,  80
160, 208,  80
160, 208,  80
160, 208,  80
 96, 176,  48
 96, 176,  48
 96, 176,  48
 96, 176,  48
 96, 176,  48
 96, 176,  48
 96, 176,  48
 96, 176,  48
 96, 176,  48
 96, 176,  48
 96, 176,  48
 96, 176,  48
 96, 176,  48
 96, 176,  48
 96, 176,  48
 96, 176,  48
 32, 144,  16
 32, 144,  16
 32, 144,  16
 32, 144,  16
 32, 144,  16
 32, 144,  16
 32, 144,  16
 32, 144,  16
 32, 144,  16
 32, 144,  16
 32, 144,  16
 32, 144,  16
 32, 144,  16
 32, 144,  16
 32, 144,  16
 32, 144,  16
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
128, 192,  64
